Timestamp,Energy_kW,Temperature_C,Humidity_%,Luminous_Intensity_Lux,Occupancy
2020-01-03 18:00:00,6.1235,31.99,65.75,8.35,2
2020-01-03 19:00:00,3.8355,30.92,73.67,0.0,2
2020-01-03 20:00:00,2.952,28.41,75.64,0.0,2
2020-01-03 21:00:00,2.0598,25.24,81.06,0.0,2
2020-01-03 22:00:00,0.3831,25.36,79.32,0.0,0
2020-01-03 23:00:00,0.3171,22.48,86.67,0.0,0
2020-01-04 00:00:00,0.36,22.95,85.48,0.0,0
2020-01-04 01:00:00,0.3651,23.13,93.49,0.0,0
2020-01-04 02:00:00,0.3453,21.69,90.03,0.0,0
2020-01-04 03:00:00,0.3691,22.1,90.92,0.0,0
2020-01-04 04:00:00,0.2781,23.29,85.1,0.0,0
2020-01-04 05:00:00,0.2643,24.36,86.25,0.0,0
2020-01-04 06:00:00,2.8013,24.33,83.15,797.7,2
2020-01-04 07:00:00,2.3956,26.76,78.71,15932.94,2
2020-01-04 08:00:00,4.2582,28.31,78.33,30568.34,2
2020-01-04 09:00:00,3.2597,30.4,70.05,43746.46,2
2020-01-04 10:00:00,3.6082,30.77,70.54,51843.59,2
2020-01-04 11:00:00,3.8613,33.47,68.19,56654.98,2
2020-01-04 12:00:00,3.5035,32.77,65.17,59538.78,2
2020-01-04 13:00:00,3.0753,34.85,58.6,57644.54,2
2020-01-04 14:00:00,3.5922,32.58,59.75,53625.53,2
2020-01-04 15:00:00,3.1562,33.37,57.92,44297.41,2
2020-01-04 16:00:00,3.7692,32.39,60.26,28001.28,2
2020-01-04 17:00:00,3.506,31.45,60.6,14067.24,2
2020-01-04 18:00:00,5.0648,30.12,69.72,0.0,2
2020-01-04 19:00:00,4.3191,28.41,71.85,0.0,2
2020-01-04 20:00:00,4.1123,29.04,71.93,0.0,2
2020-01-04 21:00:00,1.7289,24.95,79.44,0.0,2
2020-01-04 22:00:00,0.342,23.82,82.43,0.0,0
2020-01-04 23:00:00,0.3496,23.91,85.5,0.0,0
2020-01-05 00:00:00,0.2857,22.24,86.46,0.0,0
2020-01-05 01:00:00,0.2309,21.38,85.96,0.0,0
2020-01-05 02:00:00,0.2596,21.37,92.25,0.0,0
2020-01-05 03:00:00,0.2163,22.4,86.78,0.0,0
2020-01-05 04:00:00,0.3295,24.1,85.48,0.0,0
2020-01-05 05:00:00,0.3146,23.52,89.39,0.0,0
2020-01-05 06:00:00,1.983,23.52,78.87,552.5,2
2020-01-05 07:00:00,3.9404,26.6,75.46,14587.78,2
2020-01-05 08:00:00,3.4809,28.09,74.58,30075.59,2
2020-01-05 09:00:00,3.9776,30.53,67.54,40542.8,2
2020-01-05 10:00:00,2.7877,29.73,70.96,50714.48,2
2020-01-05 11:00:00,2.8967,31.99,60.92,59858.84,2
2020-01-05 12:00:00,3.3094,31.9,64.8,60485.29,2
2020-01-05 13:00:00,3.4737,33.68,57.59,58296.54,2
2020-01-05 14:00:00,2.8469,34.64,63.74,52784.79,2
2020-01-05 15:00:00,3.4299,32.51,62.29,42807.93,2
2020-01-05 16:00:00,4.397,34.08,65.28,28474.82,2
2020-01-05 17:00:00,3.9575,33.25,61.41,14029.46,2
2020-01-05 18:00:00,5.9677,31.86,71.19,0.0,2
2020-01-05 19:00:00,4.6692,28.1,73.79,0.0,2
2020-01-05 20:00:00,2.0913,26.58,75.88,0.0,2
2020-01-05 21:00:00,3.0286,27.84,80.21,0.0,2
2020-01-05 22:00:00,0.3835,24.04,79.72,0.0,0
2020-01-05 23:00:00,0.2538,24.98,85.98,0.0,0
2020-01-06 00:00:00,0.314,21.7,89.92,0.0,0
2020-01-06 01:00:00,0.2643,21.49,89.12,0.0,0
2020-01-06 02:00:00,0.3113,21.0,92.99,0.0,0
2020-01-06 03:00:00,0.3607,22.68,88.26,0.0,0
2020-01-06 04:00:00,0.2756,23.04,84.19,0.0,0
2020-01-06 05:00:00,0.2991,24.61,87.65,0.0,0
2020-01-06 06:00:00,3.3252,24.65,82.02,451.6,2
2020-01-06 07:00:00,1.9026,25.73,75.49,14036.48,2
2020-01-06 08:00:00,0.3921,28.83,77.82,28178.19,0
2020-01-06 09:00:00,0.3047,30.35,74.37,42815.74,0
2020-01-06 10:00:00,0.3011,32.39,69.31,53727.52,0
2020-01-06 11:00:00,0.2375,33.3,63.08,55964.55,0
2020-01-06 12:00:00,0.3626,32.47,60.62,61358.02,0
2020-01-06 13:00:00,0.3764,33.5,56.6,57078.65,0
2020-01-06 14:00:00,0.3022,35.15,58.57,52142.75,0
2020-01-06 15:00:00,0.3964,33.75,60.74,43745.94,0
2020-01-06 16:00:00,3.3857,33.58,58.14,30942.89,1
2020-01-06 17:00:00,3.3702,30.94,67.75,14054.79,1
2020-01-06 18:00:00,5.2248,31.39,68.79,0.0,2
2020-01-06 19:00:00,6.0105,28.69,72.71,0.0,2
2020-01-06 20:00:00,1.7103,26.67,76.1,0.0,2
2020-01-06 21:00:00,1.5051,25.4,75.38,0.0,2
2020-01-06 22:00:00,0.2029,24.71,86.04,0.0,0
2020-01-06 23:00:00,0.3318,24.7,89.55,0.0,0
2020-01-07 00:00:00,0.2858,22.07,87.07,0.0,0
2020-01-07 01:00:00,0.2075,22.12,87.57,0.0,0
2020-01-07 02:00:00,0.3356,22.57,87.62,0.0,0
2020-01-07 03:00:00,0.3347,20.82,91.69,0.0,0
2020-01-07 04:00:00,0.2705,23.78,88.91,0.0,0
2020-01-07 05:00:00,0.3485,25.12,83.38,0.0,0
2020-01-07 06:00:00,2.2017,25.71,80.13,503.35,2
2020-01-07 07:00:00,4.3265,27.55,76.9,16287.3,2
2020-01-07 08:00:00,2.7814,29.38,76.44,28605.64,1
2020-01-07 09:00:00,0.3218,30.97,73.1,44037.28,0
2020-01-07 10:00:00,0.2494,32.13,71.17,52826.73,0
2020-01-07 11:00:00,0.3765,31.14,68.18,56869.51,0
2020-01-07 12:00:00,0.3496,33.85,60.96,58011.38,0
2020-01-07 13:00:00,0.3493,32.34,61.36,59272.37,0
2020-01-07 14:00:00,3.0409,34.83,61.6,50492.63,1
2020-01-07 15:00:00,0.266,34.16,61.26,41105.04,0
2020-01-07 16:00:00,3.413,31.77,62.74,28349.19,1
2020-01-07 17:00:00,3.5187,31.58,65.31,14212.11,1
2020-01-07 18:00:00,6.3474,31.49,66.71,0.0,2
2020-01-07 19:00:00,5.8607,30.04,71.58,0.0,2
2020-01-07 20:00:00,4.3394,28.02,76.65,0.0,2
2020-01-07 21:00:00,1.4584,25.04,76.58,0.0,2
2020-01-07 22:00:00,0.3209,25.37,82.24,0.0,0
2020-01-07 23:00:00,0.3632,22.85,87.25,0.0,0
2020-01-08 00:00:00,0.3179,21.34,90.09,0.0,0
2020-01-08 01:00:00,0.2199,22.85,87.07,0.0,0
2020-01-08 02:00:00,0.2753,21.98,89.72,0.0,0
2020-01-08 03:00:00,0.2274,22.85,87.36,0.0,0
2020-01-08 04:00:00,0.3313,23.71,86.96,0.0,0
2020-01-08 05:00:00,0.2817,23.0,88.62,0.0,0
2020-01-08 06:00:00,3.603,25.21,86.26,1344.32,2
2020-01-08 07:00:00,4.1427,25.96,75.03,14290.16,2
2020-01-08 08:00:00,0.2108,27.85,78.29,29888.53,0
2020-01-08 09:00:00,3.0903,28.69,70.51,40674.89,1
2020-01-08 10:00:00,0.2175,32.47,63.85,52502.28,0
2020-01-08 11:00:00,3.0353,32.81,66.53,56885.08,1
2020-01-08 12:00:00,0.3134,33.97,62.19,60159.41,0
2020-01-08 13:00:00,2.8171,35.16,56.76,59317.15,1
2020-01-08 14:00:00,0.2581,34.82,61.75,49984.03,0
2020-01-08 15:00:00,0.3052,33.62,61.35,41410.98,0
2020-01-08 16:00:00,3.7058,32.35,64.21,30784.8,1
2020-01-08 17:00:00,2.6867,30.78,61.44,16946.02,1
2020-01-08 18:00:00,4.4607,31.18,70.85,0.0,2
2020-01-08 19:00:00,4.7074,29.9,73.66,0.0,2
2020-01-08 20:00:00,3.8248,28.66,76.42,0.0,2
2020-01-08 21:00:00,1.5191,26.39,79.77,0.0,2
2020-01-08 22:00:00,0.2827,26.14,85.24,0.0,0
2020-01-08 23:00:00,0.3578,24.16,83.45,0.0,0
2020-01-09 00:00:00,0.2344,21.85,90.44,0.0,0
2020-01-09 01:00:00,0.3515,20.82,90.56,0.0,0
2020-01-09 02:00:00,0.2683,23.46,88.82,0.0,0
2020-01-09 03:00:00,0.2389,23.19,92.91,0.0,0
2020-01-09 04:00:00,0.3505,22.17,84.78,0.0,0
2020-01-09 05:00:00,0.207,23.9,86.29,0.0,0
2020-01-09 06:00:00,4.3097,24.26,82.34,170.19,2
2020-01-09 07:00:00,4.6672,27.39,82.35,14074.63,2
2020-01-09 08:00:00,0.2572,26.72,78.12,30478.17,0
2020-01-09 09:00:00,3.9682,29.48,67.64,44049.33,1
2020-01-09 10:00:00,0.2559,31.25,65.17,52390.12,0
2020-01-09 11:00:00,0.2311,33.01,64.57,59231.74,0
2020-01-09 12:00:00,0.2571,34.53,60.48,58817.06,0
2020-01-09 13:00:00,3.2638,33.4,60.28,56997.81,1
2020-01-09 14:00:00,3.7971,34.67,60.67,49963.65,1
2020-01-09 15:00:00,0.3817,32.34,61.53,40589.6,0
2020-01-09 16:00:00,3.7154,32.25,60.18,29519.95,1
2020-01-09 17:00:00,3.5054,33.74,63.9,15310.38,1
2020-01-09 18:00:00,5.4607,29.63,64.16,0.0,2
2020-01-09 19:00:00,5.6829,29.35,68.26,0.0,2
2020-01-09 20:00:00,3.7194,28.29,76.73,0.0,2
2020-01-09 21:00:00,1.6844,26.68,81.99,0.0,2
2020-01-09 22:00:00,0.2694,24.36,83.12,0.0,0
2020-01-09 23:00:00,0.3869,23.74,82.84,0.0,0
2020-01-10 00:00:00,0.3827,21.98,90.6,0.0,0
2020-01-10 01:00:00,0.3124,23.46,86.61,0.0,0
2020-01-10 02:00:00,0.2326,21.22,93.65,0.0,0
2020-01-10 03:00:00,0.308,22.21,90.86,0.0,0
2020-01-10 04:00:00,0.3311,23.47,91.69,0.0,0
2020-01-10 05:00:00,0.3418,22.54,82.23,0.0,0
2020-01-10 06:00:00,5.0453,23.91,78.5,0.0,2
2020-01-10 07:00:00,6.4396,27.71,77.63,15815.71,2
2020-01-10 08:00:00,0.3298,28.51,76.72,31875.74,0
2020-01-10 09:00:00,2.894,30.11,72.93,41104.01,1
2020-01-10 10:00:00,0.2986,31.69,67.46,50018.5,0
2020-01-10 11:00:00,0.383,33.38,67.13,57458.59,0
2020-01-10 12:00:00,0.2195,34.31,63.25,58246.88,0
2020-01-10 13:00:00,0.233,32.8,62.13,57308.26,0
2020-01-10 14:00:00,0.209,35.41,56.96,53672.88,0
2020-01-10 15:00:00,0.2798,34.12,60.57,40554.54,0
2020-01-10 16:00:00,2.6423,32.03,65.82,30343.15,1
2020-01-10 17:00:00,2.9843,33.5,68.17,14814.54,1
2020-01-10 18:00:00,7.0676,31.72,65.45,1526.23,2
2020-01-10 19:00:00,5.5439,28.93,70.99,0.0,2
2020-01-10 20:00:00,2.0365,26.67,71.19,0.0,2
2020-01-10 21:00:00,3.5167,27.6,79.07,0.0,2
2020-01-10 22:00:00,0.3699,24.67,85.69,0.0,0
2020-01-10 23:00:00,0.3027,23.63,85.94,0.0,0
2020-01-11 00:00:00,0.3233,23.16,87.43,0.0,0
2020-01-11 01:00:00,0.2486,21.17,89.57,0.0,0
2020-01-11 02:00:00,0.3899,22.57,86.02,0.0,0
2020-01-11 03:00:00,0.2018,22.28,87.26,0.0,0
2020-01-11 04:00:00,0.2528,22.92,87.15,0.0,0
2020-01-11 05:00:00,0.2377,23.39,84.5,0.0,0
2020-01-11 06:00:00,4.0964,23.58,80.46,0.0,2
2020-01-11 07:00:00,3.6046,26.69,77.87,14242.32,2
2020-01-11 08:00:00,2.9595,28.41,78.11,31744.57,2
2020-01-11 09:00:00,3.5163,29.99,68.12,44373.27,2
2020-01-11 10:00:00,4.1586,32.47,65.37,51906.81,2
2020-01-11 11:00:00,3.3951,31.99,65.84,56883.1,2
2020-01-11 12:00:00,3.3526,34.38,61.72,58812.35,2
2020-01-11 13:00:00,2.6856,32.74,60.49,59348.67,2
2020-01-11 14:00:00,3.9692,33.9,63.8,50072.15,2
2020-01-11 15:00:00,3.3533,34.55,61.83,43476.68,2
2020-01-11 16:00:00,3.6628,34.13,63.79,31778.57,2
2020-01-11 17:00:00,4.1605,33.2,68.34,16401.11,2
2020-01-11 18:00:00,3.7426,30.88,68.57,1102.08,2
2020-01-11 19:00:00,6.2458,28.62,73.95,0.0,2
2020-01-11 20:00:00,3.7432,28.08,77.27,0.0,2
2020-01-11 21:00:00,4.0552,27.88,81.04,0.0,2
2020-01-11 22:00:00,0.3602,25.93,84.05,0.0,0
2020-01-11 23:00:00,0.3571,24.92,87.6,0.0,0
2020-01-12 00:00:00,0.2103,22.94,85.83,0.0,0
2020-01-12 01:00:00,0.2572,22.61,87.2,0.0,0
2020-01-12 02:00:00,0.3025,21.63,87.87,0.0,0
2020-01-12 03:00:00,0.3949,23.44,92.71,0.0,0
2020-01-12 04:00:00,0.2959,21.5,86.66,0.0,0
2020-01-12 05:00:00,0.2959,22.54,83.03,0.0,0
2020-01-12 06:00:00,3.5861,24.69,81.7,0.0,2
2020-01-12 07:00:00,5.1777,27.77,79.82,16039.4,2
2020-01-12 08:00:00,3.0888,27.29,77.9,29757.46,2
2020-01-12 09:00:00,3.6664,28.76,68.57,41835.7,2
2020-01-12 10:00:00,2.7199,30.26,64.58,52943.47,2
2020-01-12 11:00:00,3.7973,31.17,67.4,58902.25,2
2020-01-12 12:00:00,4.2998,31.76,60.89,60880.51,2
2020-01-12 13:00:00,4.6527,33.53,61.67,57691.36,2
2020-01-12 14:00:00,4.2923,34.73,59.15,50619.0,2
2020-01-12 15:00:00,3.7911,32.94,56.61,41513.1,2
2020-01-12 16:00:00,3.1936,34.48,59.79,30408.29,2
2020-01-12 17:00:00,3.5503,32.22,60.8,14960.58,2
2020-01-12 18:00:00,6.041,30.4,69.74,1705.66,2
2020-01-12 19:00:00,5.6684,30.49,67.3,0.0,2
2020-01-12 20:00:00,4.3618,28.21,78.32,0.0,2
2020-01-12 21:00:00,2.1214,24.95,76.79,0.0,2
2020-01-12 22:00:00,0.2939,25.07,85.67,0.0,0
2020-01-12 23:00:00,0.3085,25.18,87.03,0.0,0
2020-01-13 00:00:00,0.2628,22.45,86.2,0.0,0
2020-01-13 01:00:00,0.3846,20.8,88.93,0.0,0
2020-01-13 02:00:00,0.2723,22.23,86.37,0.0,0
2020-01-13 03:00:00,0.3032,22.57,91.37,0.0,0
2020-01-13 04:00:00,0.2114,24.21,88.18,0.0,0
2020-01-13 05:00:00,0.3583,22.83,88.12,0.0,0
2020-01-13 06:00:00,2.7109,25.17,85.47,1794.91,2
2020-01-13 07:00:00,2.3071,25.18,76.45,14136.15,2
2020-01-13 08:00:00,0.2301,28.78,72.4,30710.03,0
2020-01-13 09:00:00,0.2779,30.33,75.03,42482.22,0
2020-01-13 10:00:00,0.2918,30.8,70.42,53140.85,0
2020-01-13 11:00:00,0.3468,32.38,64.03,56302.01,0
2020-01-13 12:00:00,0.2137,33.33,58.76,60966.11,0
2020-01-13 13:00:00,0.3689,34.88,63.03,56214.15,0
2020-01-13 14:00:00,0.3305,35.5,57.51,53323.67,0
2020-01-13 15:00:00,0.39,33.15,59.86,41872.63,0
2020-01-13 16:00:00,3.1996,32.22,62.31,28994.55,1
2020-01-13 17:00:00,3.686,33.27,62.42,15440.26,1
2020-01-13 18:00:00,4.444,30.82,68.52,342.85,2
2020-01-13 19:00:00,5.2679,30.37,72.52,0.0,2
2020-01-13 20:00:00,1.9725,26.85,78.71,0.0,2
2020-01-13 21:00:00,1.7973,26.46,81.24,0.0,2
2020-01-13 22:00:00,0.3732,26.1,83.89,0.0,0
2020-01-13 23:00:00,0.2643,24.52,83.26,0.0,0
2020-01-14 00:00:00,0.2714,24.3,85.49,0.0,0
2020-01-14 01:00:00,0.2411,20.77,86.72,0.0,0
2020-01-14 02:00:00,0.2694,21.65,92.86,0.0,0
2020-01-14 03:00:00,0.2099,23.56,91.01,0.0,0
2020-01-14 04:00:00,0.2225,23.94,84.07,0.0,0
2020-01-14 05:00:00,0.2332,22.31,87.28,0.0,0
2020-01-14 06:00:00,4.4449,26.31,81.69,0.0,2
2020-01-14 07:00:00,2.1752,25.28,76.49,15967.59,2
2020-01-14 08:00:00,0.2288,29.38,73.16,29284.3,0
2020-01-14 09:00:00,0.2227,29.87,74.64,40854.63,0
2020-01-14 10:00:00,0.2101,30.68,69.33,50841.69,0
2020-01-14 11:00:00,0.2683,32.68,61.78,59672.77,0
2020-01-14 12:00:00,0.2853,33.14,60.57,58329.92,0
2020-01-14 13:00:00,0.3297,35.06,63.47,56808.7,0
2020-01-14 14:00:00,0.2289,33.16,60.88,51483.52,0
2020-01-14 15:00:00,0.2286,34.76,63.72,41542.16,0
2020-01-14 16:00:00,2.3808,32.45,63.78,30143.53,1
2020-01-14 17:00:00,3.9501,33.34,62.43,15174.47,1
2020-01-14 18:00:00,4.3209,32.3,67.8,0.0,2
2020-01-14 19:00:00,6.8477,28.19,72.4,0.0,2
2020-01-14 20:00:00,4.6775,29.22,76.9,0.0,2
2020-01-14 21:00:00,2.456,26.92,79.64,0.0,2
2020-01-14 22:00:00,0.3773,23.73,79.2,0.0,0
2020-01-14 23:00:00,0.3988,22.51,88.28,0.0,0
2020-01-15 00:00:00,0.3287,21.75,91.57,0.0,0
2020-01-15 01:00:00,0.3603,22.72,86.27,0.0,0
2020-01-15 02:00:00,0.2192,21.12,86.62,0.0,0
2020-01-15 03:00:00,0.2353,23.02,87.15,0.0,0
2020-01-15 04:00:00,0.3787,22.83,88.04,0.0,0
2020-01-15 05:00:00,0.2833,22.57,83.93,0.0,0
2020-01-15 06:00:00,3.8148,24.88,83.64,1204.53,2
2020-01-15 07:00:00,3.6959,25.7,77.19,15267.28,2
2020-01-15 08:00:00,0.3398,29.31,74.65,30353.52,0
2020-01-15 09:00:00,0.2096,30.51,73.18,41203.75,0
2020-01-15 10:00:00,0.3954,30.72,65.49,50412.03,0
2020-01-15 11:00:00,0.345,31.92,66.8,59614.17,0
2020-01-15 12:00:00,0.3649,32.23,63.65,60278.8,0
2020-01-15 13:00:00,0.2727,34.73,58.23,58550.03,0
2020-01-15 14:00:00,0.3801,33.86,61.9,53036.4,0
2020-01-15 15:00:00,0.3079,33.01,61.73,43403.09,0
2020-01-15 16:00:00,3.0775,33.49,61.0,28699.96,1
2020-01-15 17:00:00,2.9286,32.93,62.56,16803.14,1
2020-01-15 18:00:00,4.8427,29.9,63.73,800.48,2
2020-01-15 19:00:00,5.9007,30.36,71.47,0.0,2
2020-01-15 20:00:00,1.5793,26.64,74.37,0.0,2
2020-01-15 21:00:00,4.049,27.14,80.31,0.0,2
2020-01-15 22:00:00,0.2085,25.17,85.17,0.0,0
2020-01-15 23:00:00,0.2675,24.43,84.7,0.0,0
2020-01-16 00:00:00,0.3371,23.93,89.14,0.0,0
2020-01-16 01:00:00,0.2216,21.1,90.56,0.0,0
2020-01-16 02:00:00,0.2311,20.74,93.17,0.0,0
2020-01-16 03:00:00,0.3738,22.07,87.96,0.0,0
2020-01-16 04:00:00,0.2474,21.47,88.44,0.0,0
2020-01-16 05:00:00,0.3208,24.73,86.43,0.0,0
2020-01-16 06:00:00,3.3436,26.12,78.5,496.12,2
2020-01-16 07:00:00,2.4309,25.76,82.43,15284.1,2
2020-01-16 08:00:00,0.3632,29.06,77.69,28948.29,0
2020-01-16 09:00:00,0.3263,29.15,69.58,43472.98,0
2020-01-16 10:00:00,0.2343,31.22,66.64,52871.91,0
2020-01-16 11:00:00,0.2509,33.07,61.05,59554.7,0
2020-01-16 12:00:00,0.3393,32.31,61.24,61899.06,0
2020-01-16 13:00:00,0.2755,33.62,57.35,56400.37,0
2020-01-16 14:00:00,0.3373,32.7,58.82,52166.02,0
2020-01-16 15:00:00,0.3445,34.11,61.95,42679.1,0
2020-01-16 16:00:00,3.0834,33.17,63.35,29399.07,1
2020-01-16 17:00:00,3.6462,31.17,60.51,16004.74,1
2020-01-16 18:00:00,5.0551,31.15,68.99,0.0,2
2020-01-16 19:00:00,6.9821,30.24,69.97,0.0,2
2020-01-16 20:00:00,3.7892,27.21,71.01,0.0,2
2020-01-16 21:00:00,2.0062,25.37,80.59,0.0,2
2020-01-16 22:00:00,0.3342,25.47,81.39,0.0,0
2020-01-16 23:00:00,0.3287,23.1,86.18,0.0,0
2020-01-17 00:00:00,0.3315,24.28,88.79,0.0,0
2020-01-17 01:00:00,0.2146,22.35,87.09,0.0,0
2020-01-17 02:00:00,0.3545,21.7,88.39,0.0,0
2020-01-17 03:00:00,0.3011,23.02,90.22,0.0,0
2020-01-17 04:00:00,0.2429,23.16,91.04,0.0,0
2020-01-17 05:00:00,0.3249,24.63,81.96,0.0,0
2020-01-17 06:00:00,3.7479,24.01,81.26,1026.51,2
2020-01-17 07:00:00,3.6172,25.14,79.8,13804.36,2
2020-01-17 08:00:00,0.3791,26.89,73.52,29681.08,0
2020-01-17 09:00:00,0.3708,29.11,74.93,41110.29,0
2020-01-17 10:00:00,0.2768,30.29,65.56,53354.43,0
2020-01-17 11:00:00,0.2684,33.02,66.22,59265.7,0
2020-01-17 12:00:00,0.308,32.22,61.27,60906.82,0
2020-01-17 13:00:00,0.38,34.54,59.12,57812.98,0
2020-01-17 14:00:00,0.3105,34.56,58.61,51746.53,0
2020-01-17 15:00:00,0.2918,34.46,60.36,41175.56,0
2020-01-17 16:00:00,2.9212,34.24,63.35,28185.99,1
2020-01-17 17:00:00,3.6469,32.18,63.84,17397.06,1
2020-01-17 18:00:00,6.4429,31.8,69.87,548.41,2
2020-01-17 19:00:00,4.938,28.42,70.13,0.0,2
2020-01-17 20:00:00,2.1888,26.51,73.58,0.0,2
2020-01-17 21:00:00,2.2759,25.6,77.57,0.0,2
2020-01-17 22:00:00,0.2001,25.7,82.74,0.0,0
2020-01-17 23:00:00,0.2392,24.77,85.91,0.0,0
2020-01-18 00:00:00,0.3702,23.14,85.41,0.0,0
2020-01-18 01:00:00,0.2459,20.87,89.16,0.0,0
2020-01-18 02:00:00,0.3696,23.27,86.03,0.0,0
2020-01-18 03:00:00,0.2318,22.66,92.6,0.0,0
2020-01-18 04:00:00,0.3211,21.78,84.11,0.0,0
2020-01-18 05:00:00,0.2191,23.5,82.9,0.0,0
2020-01-18 06:00:00,3.1525,25.7,82.36,1182.01,2
2020-01-18 07:00:00,5.954,27.61,78.43,14911.32,2
2020-01-18 08:00:00,2.8904,27.44,74.37,29433.36,2
2020-01-18 09:00:00,2.9068,29.03,72.58,41478.17,2
2020-01-18 10:00:00,3.7581,31.4,65.26,53480.09,2
2020-01-18 11:00:00,3.0751,31.67,62.17,58879.78,2
2020-01-18 12:00:00,3.3584,34.12,63.26,59724.94,2
2020-01-18 13:00:00,3.692,34.67,58.19,58839.38,2
2020-01-18 14:00:00,3.0084,35.08,56.34,52190.29,2
2020-01-18 15:00:00,4.0621,33.03,63.17,40787.03,2
2020-01-18 16:00:00,4.1484,33.33,60.0,29242.47,2
2020-01-18 17:00:00,3.4378,31.76,63.23,14768.13,2
2020-01-18 18:00:00,5.5454,29.69,70.19,1835.5,2
2020-01-18 19:00:00,4.4866,30.52,70.96,0.0,2
2020-01-18 20:00:00,3.8272,27.88,72.4,0.0,2
